  'device name' , 'row' , 'pod' , 'cabinet' , 'bottom U' , 'top U' , 'device type'
  'node096' , '2' , 'c' , '21' , '31' , '32' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node095' , '2' , 'c' , '21' , '29' , '30' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node094' , '2' , 'c' , '21' , '27' , '28' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node093' , '2' , 'c' , '21' , '25' , '26' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node092' , '2' , 'c' , '21' , '23' , '24' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node091' , '2' , 'c' , '21' , '21' , '22' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node090' , '2' , 'c' , '21' , '19' , '20' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node089' , '2' , 'c' , '21' , '17' , '18' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node088' , '2' , 'c' , '21' , '15' , '16' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node087' , '2' , 'c' , '21' , '13' , '14' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node086' , '2' , 'c' , '21' , '11' , '12' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node085' , '2' , 'c' , '21' , '09' , '10' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node084' , '2' , 'c' , '21' , '07' , '08' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node083' , '2' , 'c' , '21' , '05' , '06' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node082' , '2' , 'c' , '21' , '03' , '04' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node081' , '2' , 'c' , '21' , '01' , '02' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node080' , '2' , 'c' , '19' , '39' , '40' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node079' , '2' , 'c' , '19' , '37' , '38' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node078' , '2' , 'c' , '19' , '35' , '36' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node077' , '2' , 'c' , '19' , '33' , '34' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node076' , '2' , 'c' , '19' , '31' , '32' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node075' , '2' , 'c' , '19' , '29' , '30' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node074' , '2' , 'c' , '19' , '27' , '28' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node073' , '2' , 'c' , '19' , '25' , '26' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node072' , '2' , 'c' , '19' , '23' , '24' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node071' , '2' , 'c' , '19' , '21' , '22' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node070' , '2' , 'c' , '19' , '19' , '20' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node069' , '2' , 'c' , '19' , '17' , '18' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node068' , '2' , 'c' , '19' , '15' , '16' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node067' , '2' , 'c' , '19' , '13' , '14' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node066' , '2' , 'c' , '19' , '11' , '12' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node065' , '2' , 'c' , '19' , '09' , '10' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node064' , '2' , 'c' , '19' , '07' , '08' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node063' , '2' , 'c' , '19' , '05' , '06' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node062' , '2' , 'c' , '19' , '03' , '04' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node061' , '2' , 'c' , '19' , '01' , '02' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c17-edge-sx6025' , '2' , 'c' , '17' , '43' , '43' , 'Mellanox SX6025' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'r2-pc-c17-sw2' , '2' , 'c' , '17' , '42' , '42' , 'Dell PC5548' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'switch-C17' , '2' , 'c' , '17' , '41' , '41' , 'Dell PC5548' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node060' , '2' , 'c' , '17' , '39' , '40' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node059' , '2' , 'c' , '17' , '37' , '38' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node058' , '2' , 'c' , '17' , '35' , '36' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node057' , '2' , 'c' , '17' , '33' , '34' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node056' , '2' , 'c' , '17' , '31' , '32' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node055' , '2' , 'c' , '17' , '29' , '30' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node054' , '2' , 'c' , '17' , '27' , '28' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node053' , '2' , 'c' , '17' , '25' , '26' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node052' , '2' , 'c' , '17' , '23' , '24' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node051' , '2' , 'c' , '17' , '21' , '22' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node050' , '2' , 'c' , '17' , '19' , '20' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node049' , '2' , 'c' , '17' , '17' , '18' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node048' , '2' , 'c' , '17' , '15' , '16' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node047' , '2' , 'c' , '17' , '13' , '14' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node046' , '2' , 'c' , '17' , '11' , '12' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node045' , '2' , 'c' , '17' , '09' , '10' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node044' , '2' , 'c' , '17' , '07' , '08' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node043' , '2' , 'c' , '17' , '05' , '06' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node042' , '2' , 'c' , '17' , '03' , '04' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node041' , '2' , 'c' , '17' , '01' , '02' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c15-edge-sx6025' , '2' , 'c' , '15' , '43' , '43' , 'Mellanox SX6025' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'r2-pc-c15-sw2' , '2' , 'c' , '15' , '42' , '42' , 'Dell PC5548' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'switch-C15' , '2' , 'c' , '15' , '41' , '41' , 'Dell PC5548' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node040' , '2' , 'c' , '15' , '39' , '40' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node039' , '2' , 'c' , '15' , '37' , '38' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node038' , '2' , 'c' , '15' , '35' , '36' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node037' , '2' , 'c' , '15' , '33' , '34' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node036' , '2' , 'c' , '15' , '31' , '32' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node035' , '2' , 'c' , '15' , '29' , '30' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node034' , '2' , 'c' , '15' , '27' , '28' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node033' , '2' , 'c' , '15' , '25' , '26' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node032' , '2' , 'c' , '15' , '23' , '24' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node031' , '2' , 'c' , '15' , '21' , '22' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node030' , '2' , 'c' , '15' , '19' , '20' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node029' , '2' , 'c' , '15' , '17' , '18' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node028' , '2' , 'c' , '15' , '15' , '16' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node027' , '2' , 'c' , '15' , '13' , '14' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node026' , '2' , 'c' , '15' , '11' , '12' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node025' , '2' , 'c' , '15' , '09' , '10' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node024' , '2' , 'c' , '15' , '07' , '08' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node023' , '2' , 'c' , '15' , '05' , '06' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node022' , '2' , 'c' , '15' , '03' , '04' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node021' , '2' , 'c' , '15' , '01' , '02' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node020' , '2' , 'c' , '13' , '39' , '40' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node019' , '2' , 'c' , '13' , '37' , '38' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node018' , '2' , 'c' , '13' , '35' , '36' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node017' , '2' , 'c' , '13' , '33' , '34' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node016' , '2' , 'c' , '13' , '31' , '32' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node015' , '2' , 'c' , '13' , '29' , '30' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node014' , '2' , 'c' , '13' , '27' , '28' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node013' , '2' , 'c' , '13' , '25' , '26' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node012' , '2' , 'c' , '13' , '23' , '24' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node011' , '2' , 'c' , '13' , '21' , '22' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node010' , '2' , 'c' , '13' , '19' , '20' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node009' , '2' , 'c' , '13' , '17' , '18' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node008' , '2' , 'c' , '13' , '15' , '16' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node007' , '2' , 'c' , '13' , '13' , '14' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node006' , '2' , 'c' , '13' , '11' , '12' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node005' , '2' , 'c' , '13' , '09' , '10' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node004' , '2' , 'c' , '13' , '07' , '08' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node003' , '2' , 'c' , '13' , '05' , '06' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node002' , '2' , 'c' , '13' , '03' , '04' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node001' , '2' , 'c' , '13' , '01' , '02' , 'Dell R815' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c11-core-sx6036-1' , '2' , 'c' , '11' , '17' , '17' , 'Mellanox SX6036F' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c11-core-sx6036-2' , '2' , 'c' , '11' , '16' , '16' , 'Mellanox SX6036F' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'ten-g-switch' , '2' , 'c' , '11' , '13' , '13' , 'Dell N4032F' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c11-switch-1g-1' , '2' , 'c' , '11' , '12' , '12' , 'Dell PC5548' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'switch-C11' , '2' , 'c' , '11' , '11' , '11' , 'Dell PC5524' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c3ddb01' , '2' , 'c' , '11' , '09' , '10' , 'Dell R715' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c3ddb02' , '2' , 'c' , '11' , '07' , '08' , 'Dell R715' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c3ddb03' , '2' , 'c' , '11' , '05' , '06' , 'Dell R715' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c3ddb04' , '2' , 'c' , '11' , '03' , '04' , 'Dell R715' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c3ddb05' , '2' , 'c' , '11' , '01' , '02' , 'Dell R715' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c24-sx6036-l2-1' , '1' , 'c' , '24' , '43' , '43' , 'Mellanox SX6036F' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c24-hp2920-48g-2' , '1' , 'c' , '24' , '42' , '42' , 'HP 2920 Switch' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c24-hp2920-48g-1' , '1' , 'c' , '24' , '41' , '41' , 'HP 2920 Switch' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c24-msa2040' , '1' , 'c' , '24' , '37' , '38' , 'HP MSA2040' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c24-dl360-4' , '1' , 'c' , '24' , '36' , '36' , 'HP DL-360' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c24-dl360-3' , '1' , 'c' , '24' , '35' , '35' , 'HP DL-360' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c24-dl360-2' , '1' , 'c' , '24' , '34' , '34' , 'HP DL-360' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c24-dl360-1' , '1' , 'c' , '24' , '33' , '33' , 'HP DL-360' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c24-sl4540-3' , '1' , 'c' , '24' , '29' , '32' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c24-sl4540-2' , '1' , 'c' , '24' , '25' , '29' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c24-sl4540-1' , '1' , 'c' , '24' , '20' , '24' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node301' , '1' , 'c' , '24' , '16' , '19' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node300' , '1' , 'c' , '24' , '12' , '15' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node201-smi' , '1' , 'c' , '24' , '11' , '11' , 'SGI SMI Unit' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'node201' , '1' , 'c' , '24' , '01' , '10' , 'SGI 4TiB UV2000' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-I"}'
  'c22-sx6036-l1-1' , '1' , 'c' , '22' , '44' , '44' , 'Mellanox SX6036F' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node311' , '1' , 'c' , '22' , '37' , '40' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node310' , '1' , 'c' , '22' , '33' , '36' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node309' , '1' , 'c' , '22' , '29' , '32' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node308' , '1' , 'c' , '22' , '25' , '28' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node307' , '1' , 'c' , '22' , '21' , '24' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node306' , '1' , 'c' , '22' , '17' , '20' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node305' , '1' , 'c' , '22' , '13' , '16' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node304' , '1' , 'c' , '22' , '09' , '12' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node303' , '1' , 'c' , '22' , '05' , '08' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node302' , '1' , 'c' , '22' , '01' , '04' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c20-hp5930-l1-1' , '1' , 'c' , '20' , '44' , '44' , 'HP 5930 40G' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c20-hp5930-l1-2' , '1' , 'c' , '20' , '43' , '43' , 'HP 5930 40G' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c20-hp5900AF-1' , '1' , 'c' , '20' , '42' , '42' , 'HP 5900AF 10G' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node321' , '1' , 'c' , '20' , '37' , '40' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node320' , '1' , 'c' , '20' , '33' , '36' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node319' , '1' , 'c' , '20' , '29' , '32' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node318' , '1' , 'c' , '20' , '25' , '28' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node317' , '1' , 'c' , '20' , '21' , '24' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node316' , '1' , 'c' , '20' , '17' , '20' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node315' , '1' , 'c' , '20' , '13' , '16' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node314' , '1' , 'c' , '20' , '09' , '12' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node313' , '1' , 'c' , '20' , '05' , '08' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node312' , '1' , 'c' , '20' , '01' , '04' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'c18-sx6036f-l1-2' , '1' , 'c' , '18' , '44' , '44' , 'Melloanox 6036F' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node331' , '1' , 'c' , '18' , '37' , '40' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node330' , '1' , 'c' , '18' , '33' , '36' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node329' , '1' , 'c' , '18' , '29' , '32' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node328' , '1' , 'c' , '18' , '25' , '28' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node327' , '1' , 'c' , '18' , '21' , '24' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node326' , '1' , 'c' , '18' , '17' , '20' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node325' , '1' , 'c' , '18' , '13' , '16' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node324' , '1' , 'c' , '18' , '09' , '12' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node323' , '1' , 'c' , '18' , '05' , '08' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'node322' , '1' , 'c' , '18' , '01' , '04' , 'HP DL-580' , '{ppool: "c3ddb"},{pgroup: "cnh MLSC-II"}'
  'imes-private-md001' , '5' , 'b' , '14' , '01' , '04' , 'Dell MD3460' , '{ppool: "imes-lcp"},{pgroup: "imes rgmark@mit.edu,ftorres@mit.edu"}'
  'imes-private-metal' , '5' , 'b' , '14' , '05' , '05' , 'Dell R630' , '{ppool: "imes-lcp"},{pgroup: "imes rgmark@mit.edu,ftorres@mit.edu"}'
  'imes-firewall' , '5' , 'b' , '14' , '06' , '06' , 'Dell R430' , '{ppool: "mit PII data"},{pgroup: "cnh RC1"}'
  'imes-public-md001' , '5' , 'b' , '16' , '01' , '04' , 'Dell MD3460' , '{ppool: "imes-lcp"},{pgroup: "imes rgmark@mit.edu,ftorres@mit.edu"}'
  'imes-public-metal' , '5' , 'b' , '16' , '05' , '05' , 'Dell R630' , '{ppool: "imes-lcp"},{pgroup: "imes rgmark@mit.edu,ftorres@mit.edu"}'
